workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,result
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,48,United-States,>50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,Germany,<=50K
Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
Private,Assoc-acdm,Divorced,Sales,Unmarried,Black,Female,0,0,45,United-States,<=50K
Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,42,United-States,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
Federal-gov,Masters,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,>50K
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Ecuador,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
Private,Bachelors,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,<=50K
Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
?,Masters,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,3464,0,40,?,<=50K
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,0,0,80,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,>50K
Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,25,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40,United-States,>50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Laos,<=50K
Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K
Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,33,United-States,<=50K
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,United-States,>50K
Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,35,Taiwan,>50K
?,Some-college,Never-married,?,Own-child,Black,Female,0,0,25,United-States,<=50K
Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,>50K
Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K
Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico,<=50K
Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,50,United-States,<=50K
Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
Private,11th,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
?,Assoc-voc,Never-married,?,Own-child,Black,Female,0,0,15,United-States,<=50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,50,United-States,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,2050,0,55,United-States,<=50K
Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,<=50K
Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
Local-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,0,0,48,Mexico,<=50K
Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
Private,HS-grad,Never-married,Sales,Unmarried,Black,Male,0,0,30,Haiti,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,40,United-States,>50K
Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K
State-gov,Some-college,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,United-States,<=50K
Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,<=50K
?,11th,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K
?,Assoc-voc,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
Private,Assoc-acdm,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,25,Iran,<=50K
Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
?,Bachelors,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
Private,11th,Widowed,Other-service,Unmarried,Other,Male,0,0,40,United-States,<=50K
Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,<=50K
Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,United-States,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,1564,45,United-States,>50K
Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K
Private,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,<=50K
Private,11th,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K
State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,>50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,0,2339,45,United-States,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
Local-gov,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2415,6,United-States,>50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K
Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,45,?,>50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
?,HS-grad,Never-married,?,Other-relative,White,Female,0,0,35,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,0,0,64,United-States,<=50K
Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,2179,40,Puerto-Rico,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,65,United-States,>50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
?,Some-college,Married-civ-spouse,?,Wife,White,Female,0,1887,40,United-States,>50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
Local-gov,Some-college,Divorced,Other-service,Not-in-family,Black,Female,0,0,24,United-States,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K
Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Private,12th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
Private,11th,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K
Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
State-gov,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,2176,0,18,United-States,<=50K
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,10th,Never-married,Craft-repair,Unmarried,White,Female,0,0,35,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,1408,40,United-States,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,72,Dominican-Republic,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
?,HS-grad,Widowed,?,Not-in-family,White,Male,0,0,24,United-States,<=50K
?,11th,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
Self-emp-not-inc,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,2174,0,40,United-States,<=50K
Private,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States,>50K
Private,Some-college,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1980,40,Philippines,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
Local-gov,HS-grad,Never-married,Farming-fishing,Not-in-family,Black,Male,594,0,60,United-States,<=50K
Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,28,United-States,<=50K
Federal-gov,HS-grad,Never-married,Armed-Forces,Own-child,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
Private,9th,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
Private,HS-grad,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
?,11th,Never-married,?,Own-child,White,Female,0,0,5,United-States,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,?,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
?,Some-college,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
Private,Assoc-acdm,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
Private,1st-4th,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States,<=50K
